,Unnamed: 0,realtime_start,realtime_end,date,value,自動新增,realtime_start_position,realtime_end_position,date_position
698,698,2024-09-26,2025-02-11,2021-01-01,21058.379,False,7208,7346,5844
699,699,2021-07-29,2021-08-25,2021-04-01,19358.176,False,6053,6080,5934
700,700,2021-08-26,2021-09-29,2021-04-01,19360.6,False,6081,6115,5934
701,701,2021-09-30,2022-09-28,2021-04-01,19368.31,False,6116,6479,5934
702,702,2022-09-29,2023-09-27,2021-04-01,19544.248,False,6480,6843,5934
703,703,2023-09-28,2024-09-25,2021-04-01,21309.544,False,6844,7207,5934
704,704,2024-09-26,2025-02-11,2021-04-01,21389.005,False,7208,7346,5934
705,705,2021-10-28,2021-11-23,2021-07-01,19465.195,False,6144,6170,6025
706,706,2021-11-24,2021-12-21,2021-07-01,19469.398,False,6171,6198,6025
707,707,2021-12-22,2022-09-28,2021-07-01,19478.893,False,6199,6479,6025
708,708,2022-09-29,2023-09-27,2021-07-01,19672.594,False,6480,6843,6025
709,709,2023-09-28,2024-09-25,2021-07-01,21483.083,False,6844,7207,6025
710,710,2024-09-26,2025-02-11,2021-07-01,21571.421,False,7208,7346,6025
711,711,2022-01-27,2022-02-23,2021-10-01,19805.962,False,6235,6262,6117
712,712,2022-02-24,2022-03-29,2021-10-01,19810.572,False,6263,6296,6117
713,713,2022-03-30,2022-09-28,2021-10-01,19806.29,False,6297,6479,6117
714,714,2022-09-29,2023-09-27,2021-10-01,20006.181,False,6480,6843,6117
715,715,2023-09-28,2024-09-25,2021-10-01,21847.602,False,6844,7207,6117
716,716,2024-09-26,2025-02-11,2021-10-01,21960.388,False,7208,7346,6117
717,717,2022-04-28,2022-05-25,2022-01-01,19735.895,False,6326,6353,6209
718,718,2022-05-26,2022-06-28,2022-01-01,19731.119,False,6354,6387,6209
719,719,2022-06-29,2022-09-28,2022-01-01,19727.918,False,6388,6479,6209
720,720,2022-09-29,2023-09-27,2022-01-01,19924.088,False,6480,6843,6209
721,721,2023-09-28,2024-09-25,2022-01-01,21738.871,False,6844,7207,6209
722,722,2024-09-26,2025-02-11,2022-01-01,21903.85,False,7208,7346,6209
723,723,2022-07-28,2022-08-24,2022-04-01,19681.682,False,6417,6444,6299
724,724,2022-08-25,2022-09-28,2022-04-01,19699.465,False,6445,6479,6299
725,725,2022-09-29,2023-09-27,2022-04-01,19895.271,False,6480,6843,6299
726,726,2023-09-28,2024-09-25,2022-04-01,21708.16,False,6844,7207,6299
727,727,2024-09-26,2025-02-11,2022-04-01,21919.222,False,7208,7346,6299
728,728,2022-10-27,2022-11-29,2022-07-01,20021.721,False,6508,6541,6390
729,729,2022-11-30,2022-12-21,2022-07-01,20039.406,False,6542,6563,6390
730,730,2022-12-22,2023-09-27,2022-07-01,20054.663,False,6564,6843,6390
731,731,2023-09-28,2024-09-25,2022-07-01,21851.134,False,6844,7207,6390
732,732,2024-09-26,2025-02-11,2022-07-01,22066.784,False,7208,7346,6390
733,733,2023-01-26,2023-02-22,2022-10-01,20198.091,False,6599,6626,6482
734,734,2023-02-23,2023-03-29,2022-10-01,20187.495,False,6627,6661,6482
735,735,2023-03-30,2023-09-27,2022-10-01,20182.491,False,6662,6843,6482
736,736,2023-09-28,2024-09-25,2022-10-01,21989.981,False,6844,7207,6482
737,737,2024-09-26,2025-02-11,2022-10-01,22249.459,False,7208,7346,6482
738,738,2023-04-27,2023-05-24,2023-01-01,20235.878,False,6690,6717,6574
739,739,2023-05-25,2023-06-28,2023-01-01,20246.439,False,6718,6752,6574
740,740,2023-06-29,2023-09-27,2023-01-01,20282.76,False,6753,6843,6574
741,741,2023-09-28,2024-09-25,2023-01-01,22112.329,False,6844,7207,6574
742,742,2024-09-26,2025-02-11,2023-01-01,22403.435,False,7208,7346,6574
743,743,2023-07-27,2023-08-29,2023-04-01,20404.088,False,6781,6814,6664
744,744,2023-08-30,2023-09-27,2023-04-01,20386.467,False,6815,6843,6664
745,745,2023-09-28,2024-09-25,2023-04-01,22225.35,False,6844,7207,6664
746,746,2024-09-26,2025-02-11,2023-04-01,22539.418,False,7208,7346,6664
747,747,2023-10-26,2023-11-28,2023-07-01,22491.567,False,6872,6905,6755
748,748,2023-11-29,2023-12-20,2023-07-01,22506.365,False,6906,6927,6755
749,749,2023-12-21,2024-09-25,2023-07-01,22490.692,False,6928,7207,6755
750,750,2024-09-26,2025-02-11,2023-07-01,22780.933,False,7208,7346,6755
751,751,2024-01-25,2024-02-27,2023-10-01,22672.859,False,6963,6996,6847
752,752,2024-02-28,2024-03-27,2023-10-01,22668.986,False,6997,7025,6847
753,753,2024-03-28,2024-09-25,2023-10-01,22679.255,False,7026,7207,6847
754,754,2024-09-26,2025-02-11,2023-10-01,22960.6,False,7208,7346,6847
755,755,2024-04-25,2024-05-29,2024-01-01,22768.866,False,7054,7088,6939
756,756,2024-05-30,2024-06-26,2024-01-01,22749.846,False,7089,7116,6939
757,757,2024-06-27,2024-09-25,2024-01-01,22758.752,False,7117,7207,6939
758,758,2024-09-26,2025-02-11,2024-01-01,23053.545,False,7208,7346,6939
759,759,2024-07-25,2024-08-28,2024-04-01,22918.739,False,7145,7179,7030
760,760,2024-08-29,2024-09-25,2024-04-01,22924.863,False,7180,7207,7030
761,761,2024-09-26,2025-02-11,2024-04-01,23223.906,False,7208,7346,7030
762,762,2024-10-30,2024-11-26,2024-07-01,23386.248,False,7242,7269,7121
763,763,2024-11-27,2025-02-11,2024-07-01,23386.733,False,7270,7346,7121
